"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"06","California","06059063807","Orange County, CA - 06059063807","2020","19.1%","","(17.3% - 21.1%)","17.3%","21.1%",
"06","California","06059063808","Orange County, CA - 06059063808","2020","30.0%","","(26.8% - 32.9%)","26.8%","32.9%",
"06","California","06059063902","Orange County, CA - 06059063902","2020","17.3%","","(15.5% - 19.1%)","15.5%","19.1%",
"06","California","06059063903","Orange County, CA - 06059063903","2020","20.3%","","(18.5% - 22.1%)","18.5%","22.1%",
"06","California","06059063904","Orange County, CA - 06059063904","2020","22.0%","","(19.6% - 24.6%)","19.6%","24.6%",
"06","California","06059063905","Orange County, CA - 06059063905","2020","15.5%","","(13.8% - 17.3%)","13.8%","17.3%",
"06","California","06059063906","Orange County, CA - 06059063906","2020","19.0%","","(17.3% - 20.9%)","17.3%","20.9%",
"06","California","06059063907","Orange County, CA - 06059063907","2020","15.0%","","(13.4% - 16.6%)","13.4%","16.6%",
"06","California","06059063908","Orange County, CA - 06059063908","2020","16.8%","","(15.1% - 18.5%)","15.1%","18.5%",
"06","California","06059074003","Orange County, CA - 06059074003","2020","22.9%","","(20.0% - 25.8%)","20.0%","25.8%",
"06","California","06059074004","Orange County, CA - 06059074004","2020","24.2%","","(21.9% - 26.5%)","21.9%","26.5%",
"06","California","06059074005","Orange County, CA - 06059074005","2020","27.9%","","(25.5% - 30.6%)","25.5%","30.6%",
"06","California","06059074006","Orange County, CA - 06059074006","2020","22.6%","","(20.1% - 25.6%)","20.1%","25.6%",
"06","California","06059074102","Orange County, CA - 06059074102","2020","27.7%","","(24.3% - 31.0%)","24.3%","31.0%",
"06","California","06059074103","Orange County, CA - 06059074103","2020","27.9%","","(24.6% - 31.2%)","24.6%","31.2%",
"06","California","06059074106","Orange County, CA - 06059074106","2020","24.9%","","(22.3% - 27.4%)","22.3%","27.4%",
"06","California","06059074107","Orange County, CA - 06059074107","2020","17.6%","","(15.7% - 19.5%)","15.7%","19.5%",
"06","California","06059074108","Orange County, CA - 06059074108","2020","30.1%","","(26.5% - 33.4%)","26.5%","33.4%",
"06","California","06059074109","Orange County, CA - 06059074109","2020","30.7%","","(26.9% - 34.2%)","26.9%","34.2%",
"06","California","06059074110","Orange County, CA - 06059074110","2020","26.5%","","(24.2% - 28.8%)","24.2%","28.8%",
"06","California","06059074111","Orange County, CA - 06059074111","2020","24.8%","","(22.5% - 27.3%)","22.5%","27.3%",
"06","California","06059074200","Orange County, CA - 06059074200","2020","29.9%","","(26.6% - 33.2%)","26.6%","33.2%",
"06","California","06059074300","Orange County, CA - 06059074300","2020","29.9%","","(26.3% - 33.2%)","26.3%","33.2%",
"06","California","06059074403","Orange County, CA - 06059074403","2020","34.7%","","(31.8% - 37.4%)","31.8%","37.4%",
"06","California","06059074405","Orange County, CA - 06059074405","2020","33.1%","","(28.8% - 37.5%)","28.8%","37.5%",
"06","California","06059074406","Orange County, CA - 06059074406","2020","30.8%","","(27.4% - 33.9%)","27.4%","33.9%",
"06","California","06059074407","Orange County, CA - 06059074407","2020","29.8%","","(27.3% - 32.4%)","27.3%","32.4%",
"06","California","06059074408","Orange County, CA - 06059074408","2020","26.9%","","(23.5% - 30.0%)","23.5%","30.0%",
"06","California","06059074501","Orange County, CA - 06059074501","2020","34.7%","","(30.9% - 38.4%)","30.9%","38.4%",
"06","California","06059074502","Orange County, CA - 06059074502","2020","33.3%","","(29.5% - 36.8%)","29.5%","36.8%",
"06","California","06059074601","Orange County, CA - 06059074601","2020","31.1%","","(28.6% - 33.7%)","28.6%","33.7%",
"06","California","06059074602","Orange County, CA - 06059074602","2020","31.9%","","(28.8% - 34.9%)","28.8%","34.9%",
"06","California","06059074701","Orange County, CA - 06059074701","2020","32.7%","","(28.8% - 36.0%)","28.8%","36.0%",
"06","California","06059074702","Orange County, CA - 06059074702","2020","30.0%","","(27.2% - 32.6%)","27.2%","32.6%",
"06","California","06059074801","Orange County, CA - 06059074801","2020","31.9%","","(28.4% - 35.1%)","28.4%","35.1%",
"06","California","06059074802","Orange County, CA - 06059074802","2020","36.8%","","(33.9% - 39.5%)","33.9%","39.5%",
"06","California","06059074803","Orange County, CA - 06059074803","2020","29.4%","","(26.8% - 31.8%)","26.8%","31.8%",
"06","California","06059074805","Orange County, CA - 06059074805","2020","36.2%","","(32.2% - 39.8%)","32.2%","39.8%",
"06","California","06059074806","Orange County, CA - 06059074806","2020","36.3%","","(33.5% - 39.1%)","33.5%","39.1%",
"06","California","06059074901","Orange County, CA - 06059074901","2020","37.2%","","(33.5% - 40.3%)","33.5%","40.3%",
"06","California","06059074902","Orange County, CA - 06059074902","2020","37.0%","","(33.8% - 39.8%)","33.8%","39.8%",
"06","California","06059075002","Orange County, CA - 06059075002","2020","38.0%","","(33.9% - 41.7%)","33.9%","41.7%",
"06","California","06059075003","Orange County, CA - 06059075003","2020","38.8%","","(35.5% - 41.7%)","35.5%","41.7%",
"06","California","06059075004","Orange County, CA - 06059075004","2020","34.7%","","(31.4% - 37.7%)","31.4%","37.7%",
"06","California","06059075100","Orange County, CA - 06059075100","2020","28.7%","","(26.5% - 31.0%)","26.5%","31.0%",
"06","California","06059075201","Orange County, CA - 06059075201","2020","31.6%","","(29.0% - 34.2%)","29.0%","34.2%",
"06","California","06059075202","Orange County, CA - 06059075202","2020","31.8%","","(29.2% - 34.4%)","29.2%","34.4%",
"06","California","06059075301","Orange County, CA - 06059075301","2020","23.7%","","(21.0% - 26.4%)","21.0%","26.4%",
"06","California","06059075302","Orange County, CA - 06059075302","2020","26.1%","","(23.2% - 28.9%)","23.2%","28.9%",
"06","California","06059075303","Orange County, CA - 06059075303","2020","20.1%","","(17.6% - 22.7%)","17.6%","22.7%",
"06","California","06059075401","Orange County, CA - 06059075401","2020","20.9%","","(19.0% - 23.0%)","19.0%","23.0%",
"06","California","06059075403","Orange County, CA - 06059075403","2020","23.6%","","(21.3% - 25.9%)","21.3%","25.9%",
"06","California","06059075404","Orange County, CA - 06059075404","2020","22.1%","","(19.9% - 24.4%)","19.9%","24.4%",
"06","California","06059075405","Orange County, CA - 06059075405","2020","23.4%","","(21.1% - 25.8%)","21.1%","25.8%",
"06","California","06059075504","Orange County, CA - 06059075504","2020","18.9%","","(17.5% - 20.5%)","17.5%","20.5%",
"06","California","06059075505","Orange County, CA - 06059075505","2020","19.7%","","(17.9% - 21.7%)","17.9%","21.7%",
"06","California","06059075506","Orange County, CA - 06059075506","2020","18.7%","","(17.2% - 20.3%)","17.2%","20.3%",
"06","California","06059075507","Orange County, CA - 06059075507","2020","20.6%","","(18.7% - 22.5%)","18.7%","22.5%",
"06","California","06059075512","Orange County, CA - 06059075512","2020","21.5%","","(19.2% - 23.7%)","19.2%","23.7%",
"06","California","06059075513","Orange County, CA - 06059075513","2020","22.2%","","(20.4% - 24.2%)","20.4%","24.2%",
"06","California","06059075514","Orange County, CA - 06059075514","2020","30.0%","","(27.0% - 32.9%)","27.0%","32.9%",
"06","California","06059075515","Orange County, CA - 06059075515","2020","19.0%","","(17.5% - 20.6%)","17.5%","20.6%",
"06","California","06059075603","Orange County, CA - 06059075603","2020","16.4%","","(14.9% - 18.0%)","14.9%","18.0%",
"06","California","06059075604","Orange County, CA - 06059075604","2020","14.0%","","(12.7% - 15.5%)","12.7%","15.5%",
"06","California","06059075605","Orange County, CA - 06059075605","2020","14.5%","","(13.3% - 15.9%)","13.3%","15.9%",
"06","California","06059075606","Orange County, CA - 06059075606","2020","14.3%","","(12.9% - 15.9%)","12.9%","15.9%",
"06","California","06059075607","Orange County, CA - 06059075607","2020","14.3%","","(12.8% - 16.1%)","12.8%","16.1%",
"06","California","06059075701","Orange County, CA - 06059075701","2020","20.1%","","(18.8% - 21.5%)","18.8%","21.5%",
"06","California","06059075702","Orange County, CA - 06059075702","2020","16.1%","","(14.6% - 17.8%)","14.6%","17.8%",
"06","California","06059075703","Orange County, CA - 06059075703","2020","15.0%","","(12.9% - 17.2%)","12.9%","17.2%",
"06","California","06059075805","Orange County, CA - 06059075805","2020","22.1%","","(20.1% - 24.2%)","20.1%","24.2%",
"06","California","06059075806","Orange County, CA - 06059075806","2020","22.7%","","(20.7% - 24.7%)","20.7%","24.7%",
"06","California","06059075807","Orange County, CA - 06059075807","2020","19.7%","","(17.8% - 21.6%)","17.8%","21.6%",
"06","California","06059075808","Orange County, CA - 06059075808","2020","17.0%","","(15.5% - 18.4%)","15.5%","18.4%",
"06","California","06059075809","Orange County, CA - 06059075809","2020","15.6%","","(13.6% - 17.7%)","13.6%","17.7%",
"06","California","06059075810","Orange County, CA - 06059075810","2020","17.2%","","(15.4% - 19.2%)","15.4%","19.2%",
"06","California","06059075811","Orange County, CA - 06059075811","2020","24.1%","","(21.6% - 26.5%)","21.6%","26.5%",
"06","California","06059075812","Orange County, CA - 06059075812","2020","22.5%","","(20.4% - 24.5%)","20.4%","24.5%",
"06","California","06059075813","Orange County, CA - 06059075813","2020","16.8%","","(15.4% - 18.3%)","15.4%","18.3%",
"06","California","06059075814","Orange County, CA - 06059075814","2020","15.3%","","(13.5% - 17.4%)","13.5%","17.4%",
"06","California","06059075815","Orange County, CA - 06059075815","2020","21.1%","","(19.1% - 23.1%)","19.1%","23.1%",
"06","California","06059075816","Orange County, CA - 06059075816","2020","21.2%","","(19.0% - 23.5%)","19.0%","23.5%",
"06","California","06059075901","Orange County, CA - 06059075901","2020","20.5%","","(19.0% - 22.2%)","19.0%","22.2%",
"06","California","06059075902","Orange County, CA - 06059075902","2020","22.2%","","(20.1% - 24.3%)","20.1%","24.3%",
"06","California","06059076000","Orange County, CA - 06059076000","2020","20.7%","","(18.9% - 22.8%)","18.9%","22.8%",
"06","California","06059076101","Orange County, CA - 06059076101","2020","17.8%","","(16.2% - 19.5%)","16.2%","19.5%",
"06","California","06059076102","Orange County, CA - 06059076102","2020","24.8%","","(22.1% - 27.4%)","22.1%","27.4%",
"06","California","06059076103","Orange County, CA - 06059076103","2020","24.6%","","(22.3% - 26.7%)","22.3%","26.7%",
"06","California","06059076201","Orange County, CA - 06059076201","2020","17.0%","","(15.3% - 18.8%)","15.3%","18.8%",
"06","California","06059076202","Orange County, CA - 06059076202","2020","20.4%","","(18.7% - 22.0%)","18.7%","22.0%",
"06","California","06059076204","Orange County, CA - 06059076204","2020","27.9%","","(25.4% - 30.4%)","25.4%","30.4%",
"06","California","06059076205","Orange County, CA - 06059076205","2020","18.1%","","(16.2% - 20.3%)","16.2%","20.3%",
"06","California","06059076206","Orange County, CA - 06059076206","2020","22.5%","","(20.0% - 24.8%)","20.0%","24.8%",
"06","California","06059076208","Orange County, CA - 06059076208","2020","20.5%","","(18.4% - 22.8%)","18.4%","22.8%",
"06","California","06059086301","Orange County, CA - 06059086301","2020","25.1%","","(22.6% - 27.7%)","22.6%","27.7%",
"06","California","06059086303","Orange County, CA - 06059086303","2020","20.2%","","(18.8% - 21.6%)","18.8%","21.6%",
"06","California","06059086304","Orange County, CA - 06059086304","2020","22.5%","","(20.4% - 24.8%)","20.4%","24.8%",
"06","California","06059086305","Orange County, CA - 06059086305","2020","21.4%","","(19.5% - 23.4%)","19.5%","23.4%",
"06","California","06059086306","Orange County, CA - 06059086306","2020","21.4%","","(19.3% - 23.6%)","19.3%","23.6%",
"06","California","06059086402","Orange County, CA - 06059086402","2020","25.1%","","(22.4% - 27.8%)","22.4%","27.8%",
"06","California","06059086404","Orange County, CA - 06059086404","2020","26.2%","","(23.2% - 29.1%)","23.2%","29.1%",
"06","California","06059086405","Orange County, CA - 06059086405","2020","29.8%","","(26.3% - 33.0%)","26.3%","33.0%",
"06","California","06059086406","Orange County, CA - 06059086406","2020","23.1%","","(20.6% - 25.6%)","20.6%","25.6%",
"06","California","06059086407","Orange County, CA - 06059086407","2020","24.4%","","(22.0% - 26.9%)","22.0%","26.9%",
"06","California","06059086501","Orange County, CA - 06059086501","2020","31.5%","","(28.1% - 35.0%)","28.1%","35.0%",
"06","California","06059086502","Orange County, CA - 06059086502","2020","34.5%","","(30.6% - 38.0%)","30.6%","38.0%",
"06","California","06059086601","Orange County, CA - 06059086601","2020","28.6%","","(25.3% - 31.7%)","25.3%","31.7%",
"06","California","06059086602","Orange County, CA - 06059086602","2020","26.1%","","(24.0% - 28.3%)","24.0%","28.3%",
"06","California","06059086701","Orange County, CA - 06059086701","2020","25.4%","","(23.2% - 27.8%)","23.2%","27.8%",
"06","California","06059086702","Orange County, CA - 06059086702","2020","27.6%","","(24.9% - 30.1%)","24.9%","30.1%",
"06","California","06059086801","Orange County, CA - 06059086801","2020","23.1%","","(21.8% - 24.5%)","21.8%","24.5%",
"06","California","06059086802","Orange County, CA - 06059086802","2020","26.2%","","(24.0% - 28.4%)","24.0%","28.4%",
"06","California","06059086803","Orange County, CA - 06059086803","2020","23.9%","","(22.4% - 25.5%)","22.4%","25.5%",
"06","California","06059086901","Orange County, CA - 06059086901","2020","29.3%","","(27.1% - 31.5%)","27.1%","31.5%",
"06","California","06059086902","Orange County, CA - 06059086902","2020","24.8%","","(22.7% - 26.7%)","22.7%","26.7%",
"06","California","06059086903","Orange County, CA - 06059086903","2020","24.5%","","(22.9% - 26.1%)","22.9%","26.1%",
"06","California","06059087001","Orange County, CA - 06059087001","2020","26.5%","","(24.8% - 28.3%)","24.8%","28.3%",
"06","California","06059087002","Orange County, CA - 06059087002","2020","24.4%","","(22.5% - 26.5%)","22.5%","26.5%",
"06","California","06059087101","Orange County, CA - 06059087101","2020","23.5%","","(22.0% - 24.8%)","22.0%","24.8%",
"06","California","06059087102","Orange County, CA - 06059087102","2020","24.0%","","(21.7% - 26.4%)","21.7%","26.4%",
"06","California","06059087103","Orange County, CA - 06059087103","2020","22.9%","","(21.1% - 24.8%)","21.1%","24.8%",
"06","California","06059087105","Orange County, CA - 06059087105","2020","26.5%","","(24.3% - 28.6%)","24.3%","28.6%",
"06","California","06059087106","Orange County, CA - 06059087106","2020","30.9%","","(28.1% - 33.7%)","28.1%","33.7%",
"06","California","06059087200","Orange County, CA - 06059087200","2020","25.9%","","(24.1% - 27.7%)","24.1%","27.7%",
"06","California","06059087300","Orange County, CA - 06059087300","2020","28.9%","","(25.8% - 32.2%)","25.8%","32.2%",
"06","California","06059087401","Orange County, CA - 06059087401","2020","19.0%","","(16.7% - 21.5%)","16.7%","21.5%",
"06","California","06059087403","Orange County, CA - 06059087403","2020","32.9%","","(29.0% - 36.6%)","29.0%","36.6%",
"06","California","06059087404","Orange County, CA - 06059087404","2020","34.5%","","(30.6% - 38.0%)","30.6%","38.0%",
"06","California","06059087405","Orange County, CA - 06059087405","2020","35.4%","","(31.4% - 39.5%)","31.4%","39.5%",
"06","California","06059087503","Orange County, CA - 06059087503","2020","27.3%","","(24.7% - 29.9%)","24.7%","29.9%",
"06","California","06059087504","Orange County, CA - 06059087504","2020","33.6%","","(30.1% - 37.0%)","30.1%","37.0%",
"06","California","06059087505","Orange County, CA - 06059087505","2020","28.5%","","(25.7% - 31.4%)","25.7%","31.4%",
